,CSV,N_Fold,N_Feat,Validation,Model,N_Class,Acc_Test,SD_Test
469,EEG_Z39M69N100,10,4,LOO,RFC,3,0.3125,0.47871355387816905
470,EEG_Z39M69N100,10,4,LOO,LOG,2,0.625,0.5
471,EEG_Z39M69N100,10,4,LOO,LOG,3,0.0625,0.25
472,EEG_Z39M69N100,10,4,LOO,SVC,2,0.4375,0.51234753829798
473,EEG_Z39M69N100,10,4,LOO,SVC,3,0.125,0.3415650255319866
474,EEG_Z39M69N100,10,4,80:20,RFC,2,0.5,0.1756820922315766
475,EEG_Z39M69N100,10,4,80:20,RFC,3,0.36666666666666664,0.18921540406584889
476,EEG_Z39M69N100,10,4,80:20,LOG,2,0.5,0.1756820922315766
477,EEG_Z39M69N100,10,4,80:20,LOG,3,0.16666666666666666,0.17568209223157663
478,EEG_Z39M69N100,10,4,80:20,SVC,2,0.36666666666666664,0.24595492912420727
479,EEG_Z39M69N100,10,4,80:20,SVC,3,0.16666666666666666,0.23570226039551584
480,EEG_Z39M69N100,10,4,70:30,RFC,2,0.6,0.31622776601683794
481,EEG_Z39M69N100,10,4,70:30,RFC,3,0.35,0.29344694769431684
482,EEG_Z39M69N100,10,4,70:30,LOG,2,0.65,0.17480147469502527
483,EEG_Z39M69N100,10,4,70:30,LOG,3,0.225,0.14191155304938669
484,EEG_Z39M69N100,10,4,70:30,SVC,2,0.5,0.23570226039551584
485,EEG_Z39M69N100,10,4,70:30,SVC,3,0.3,0.22973414586817037
486,EEG_Z39M69N100,10,6,LOO,RFC,2,0.5,0.5163977794943222
487,EEG_Z39M69N100,10,6,LOO,RFC,3,0.25,0.4472135954999579
488,EEG_Z39M69N100,10,6,LOO,LOG,2,0.625,0.5
489,EEG_Z39M69N100,10,6,LOO,LOG,3,0.0625,0.25
490,EEG_Z39M69N100,10,6,LOO,SVC,2,0.4375,0.51234753829798
491,EEG_Z39M69N100,10,6,LOO,SVC,3,0.25,0.4472135954999579
492,EEG_Z39M69N100,10,6,80:20,RFC,2,0.5666666666666667,0.2744242007828549
493,EEG_Z39M69N100,10,6,80:20,RFC,3,0.3,0.18921540406584889
494,EEG_Z39M69N100,10,6,80:20,LOG,2,0.5,0.1756820922315766
495,EEG_Z39M69N100,10,6,80:20,LOG,3,0.16666666666666666,0.17568209223157663
496,EEG_Z39M69N100,10,6,80:20,SVC,2,0.39999999999999997,0.2629368792488718
497,EEG_Z39M69N100,10,6,80:20,SVC,3,0.2333333333333333,0.2249828525701843
498,EEG_Z39M69N100,10,6,70:30,RFC,2,0.625,0.2429563289518875
499,EEG_Z39M69N100,10,6,70:30,RFC,3,0.3,0.3073181485764296
500,EEG_Z39M69N100,10,6,70:30,LOG,2,0.625,0.21245914639969937
501,EEG_Z39M69N100,10,6,70:30,LOG,3,0.225,0.07905694150420949
502,EEG_Z39M69N100,10,6,70:30,SVC,2,0.5,0.16666666666666666
503,EEG_Z39M69N100,10,6,70:30,SVC,3,0.325,0.20581815058714115
504,EEG_Z39M69N100,10,8,LOO,RFC,2,0.6875,0.47871355387816905
505,EEG_Z39M69N100,10,8,LOO,RFC,3,0.375,0.5
506,EEG_Z39M69N100,10,8,LOO,LOG,2,0.5,0.5163977794943222
507,EEG_Z39M69N100,10,8,LOO,LOG,3,0.3125,0.47871355387816905
508,EEG_Z39M69N100,10,8,LOO,SVC,2,0.375,0.5
509,EEG_Z39M69N100,10,8,LOO,SVC,3,0.3125,0.47871355387816905
510,EEG_Z39M69N100,10,8,80:20,RFC,2,0.6333333333333333,0.2459549291242073
511,EEG_Z39M69N100,10,8,80:20,RFC,3,0.36666666666666664,0.2918650119236377
512,EEG_Z39M69N100,10,8,80:20,LOG,2,0.4333333333333333,0.2249828525701843
513,EEG_Z39M69N100,10,8,80:20,LOG,3,0.19999999999999998,0.23306863292670035
514,EEG_Z39M69N100,10,8,80:20,SVC,2,0.4333333333333333,0.2249828525701843
515,EEG_Z39M69N100,10,8,80:20,SVC,3,0.2333333333333333,0.2249828525701843
516,EEG_Z39M69N100,10,8,70:30,RFC,2,0.7,0.22973414586817037
517,EEG_Z39M69N100,10,8,70:30,RFC,3,0.425,0.23717082451262844
518,EEG_Z39M69N100,10,8,70:30,LOG,2,0.6,0.17480147469502524
519,EEG_Z39M69N100,10,8,70:30,LOG,3,0.3,0.15811388300841897
520,EEG_Z39M69N100,10,8,70:30,SVC,2,0.525,0.14191155304938669
521,EEG_Z39M69N100,10,8,70:30,SVC,3,0.25,0.16666666666666666
522,EEG_Z39M69N100,10,10,LOO,RFC,2,0.625,0.5
523,EEG_Z39M69N100,10,10,LOO,RFC,3,0.375,0.5
524,EEG_Z39M69N100,10,10,LOO,LOG,2,0.4375,0.51234753829798
525,EEG_Z39M69N100,10,10,LOO,LOG,3,0.25,0.4472135954999579
526,EEG_Z39M69N100,10,10,LOO,SVC,2,0.4375,0.51234753829798
527,EEG_Z39M69N100,10,10,LOO,SVC,3,0.375,0.5
528,EEG_Z39M69N100,10,10,80:20,RFC,2,0.5333333333333333,0.23306863292670035
529,EEG_Z39M69N100,10,10,80:20,RFC,3,0.36666666666666664,0.24595492912420727
530,EEG_Z39M69N100,10,10,80:20,LOG,2,0.5666666666666667,0.2249828525701843
531,EEG_Z39M69N100,10,10,80:20,LOG,3,0.19999999999999998,0.23306863292670035
532,EEG_Z39M69N100,10,10,80:20,SVC,2,0.4333333333333333,0.2249828525701843
533,EEG_Z39M69N100,10,10,80:20,SVC,3,0.2333333333333333,0.2249828525701843
534,EEG_Z39M69N100,10,10,70:30,RFC,2,0.625,0.2429563289518875
535,EEG_Z39M69N100,10,10,70:30,RFC,3,0.5,0.23570226039551584
536,EEG_Z39M69N100,10,10,70:30,LOG,2,0.65,0.12909944487358055
537,EEG_Z39M69N100,10,10,70:30,LOG,3,0.375,0.13176156917368248
538,EEG_Z39M69N100,10,10,70:30,SVC,2,0.525,0.14191155304938669
539,EEG_Z39M69N100,10,10,70:30,SVC,3,0.275,0.14191155304938669
540,EEG_Z39S69N100,5,2,LOO,RFC,2,0.625,0.5
541,EEG_Z39S69N100,5,2,LOO,RFC,3,0.5,0.5163977794943222
542,EEG_Z39S69N100,5,2,LOO,LOG,2,0.625,0.5
543,EEG_Z39S69N100,5,2,LOO,LOG,3,0.0,0.0
544,EEG_Z39S69N100,5,2,LOO,SVC,2,0.375,0.5
545,EEG_Z39S69N100,5,2,LOO,SVC,3,0.1875,0.4031128874149275
546,EEG_Z39S69N100,5,2,80:20,RFC,2,0.39999999999999997,0.2788866755113585
547,EEG_Z39S69N100,5,2,80:20,RFC,3,0.3333333333333333,0.23570226039551584
548,EEG_Z39S69N100,5,2,80:20,LOG,2,0.6,0.27888667551135854
549,EEG_Z39S69N100,5,2,80:20,LOG,3,0.13333333333333333,0.18257418583505536
550,EEG_Z39S69N100,5,2,80:20,SVC,2,0.4666666666666667,0.380058475033046
551,EEG_Z39S69N100,5,2,80:20,SVC,3,0.06666666666666667,0.14907119849998599
552,EEG_Z39S69N100,5,2,70:30,RFC,2,0.65,0.2850438562747845
553,EEG_Z39S69N100,5,2,70:30,RFC,3,0.5,0.1767766952966369
554,EEG_Z39S69N100,5,2,70:30,LOG,2,0.6,0.33541019662496846
555,EEG_Z39S69N100,5,2,70:30,LOG,3,0.2,0.11180339887498948
556,EEG_Z39S69N100,5,2,70:30,SVC,2,0.6,0.13693063937629152
557,EEG_Z39S69N100,5,2,70:30,SVC,3,0.25,0.1767766952966369
558,EEG_Z39S69N100,5,4,LOO,RFC,2,0.625,0.5
559,EEG_Z39S69N100,5,4,LOO,RFC,3,0.5,0.5163977794943222
560,EEG_Z39S69N100,5,4,LOO,LOG,2,0.625,0.5
561,EEG_Z39S69N100,5,4,LOO,LOG,3,0.0,0.0
562,EEG_Z39S69N100,5,4,LOO,SVC,2,0.625,0.5
563,EEG_Z39S69N100,5,4,LOO,SVC,3,0.5,0.5163977794943222
564,EEG_Z39S69N100,5,4,80:20,RFC,2,0.5333333333333333,0.18257418583505536
565,EEG_Z39S69N100,5,4,80:20,RFC,3,0.5333333333333333,0.18257418583505536
566,EEG_Z39S69N100,5,4,80:20,LOG,2,0.6,0.27888667551135854
567,EEG_Z39S69N100,5,4,80:20,LOG,3,0.13333333333333333,0.18257418583505536
568,EEG_Z39S69N100,5,4,80:20,SVC,2,0.6,0.27888667551135854
569,EEG_Z39S69N100,5,4,80:20,SVC,3,0.39999999999999997,0.14907119849998596
570,EEG_Z39S69N100,5,4,70:30,RFC,2,0.5,0.1767766952966369
571,EEG_Z39S69N100,5,4,70:30,RFC,3,0.6,0.2850438562747845
572,EEG_Z39S69N100,5,4,70:30,LOG,2,0.65,0.22360679774997896
573,EEG_Z39S69N100,5,4,70:30,LOG,3,0.3,0.27386127875258304
574,EEG_Z39S69N100,5,4,70:30,SVC,2,0.7,0.27386127875258304
575,EEG_Z39S69N100,5,4,70:30,SVC,3,0.45,0.2091650066335189
576,EEG_Z39S69N100,5,6,LOO,RFC,2,0.5625,0.51234753829798
577,EEG_Z39S69N100,5,6,LOO,RFC,3,0.5625,0.51234753829798
578,EEG_Z39S69N100,5,6,LOO,LOG,2,0.625,0.5
579,EEG_Z39S69N100,5,6,LOO,LOG,3,0.25,0.4472135954999579
580,EEG_Z39S69N100,5,6,LOO,SVC,2,0.5,0.5163977794943222
581,EEG_Z39S69N100,5,6,LOO,SVC,3,0.4375,0.51234753829798
582,EEG_Z39S69N100,5,6,80:20,RFC,2,0.5333333333333333,0.18257418583505536
583,EEG_Z39S69N100,5,6,80:20,RFC,3,0.4666666666666666,0.18257418583505536
584,EEG_Z39S69N100,5,6,80:20,LOG,2,0.6,0.27888667551135854
585,EEG_Z39S69N100,5,6,80:20,LOG,3,0.19999999999999998,0.29814239699997197
586,EEG_Z39S69N100,5,6,80:20,SVC,2,0.39999999999999997,0.2788866755113585
587,EEG_Z39S69N100,5,6,80:20,SVC,3,0.39999999999999997,0.14907119849998596
588,EEG_Z39S69N100,5,6,70:30,RFC,2,0.5,0.25
589,EEG_Z39S69N100,5,6,70:30,RFC,3,0.5,0.39528470752104744
590,EEG_Z39S69N100,5,6,70:30,LOG,2,0.7,0.27386127875258304
591,EEG_Z39S69N100,5,6,70:30,LOG,3,0.35,0.3791437722025775
592,EEG_Z39S69N100,5,6,70:30,SVC,2,0.6,0.22360679774997896
593,EEG_Z39S69N100,5,6,70:30,SVC,3,0.45,0.2091650066335189
594,EEG_Z39S69N100,5,8,LOO,RFC,2,0.5625,0.51234753829798
595,EEG_Z39S69N100,5,8,LOO,RFC,3,0.5625,0.51234753829798
596,EEG_Z39S69N100,5,8,LOO,LOG,2,0.5,0.5163977794943222
597,EEG_Z39S69N100,5,8,LOO,LOG,3,0.1875,0.4031128874149275
598,EEG_Z39S69N100,5,8,LOO,SVC,2,0.375,0.5
599,EEG_Z39S69N100,5,8,LOO,SVC,3,0.4375,0.51234753829798
600,EEG_Z39S69N100,5,8,80:20,RFC,2,0.4666666666666666,0.18257418583505536
601,EEG_Z39S69N100,5,8,80:20,RFC,3,0.4666666666666666,0.18257418583505536
602,EEG_Z39S69N100,5,8,80:20,LOG,2,0.5333333333333333,0.29814239699997197
603,EEG_Z39S69N100,5,8,80:20,LOG,3,0.19999999999999998,0.29814239699997197
604,EEG_Z39S69N100,5,8,80:20,SVC,2,0.39999999999999997,0.2788866755113585
605,EEG_Z39S69N100,5,8,80:20,SVC,3,0.3333333333333333,0.23570226039551584
606,EEG_Z39S69N100,5,8,70:30,RFC,2,0.5,0.25
607,EEG_Z39S69N100,5,8,70:30,RFC,3,0.5,0.39528470752104744
608,EEG_Z39S69N100,5,8,70:30,LOG,2,0.7,0.11180339887498948
609,EEG_Z39S69N100,5,8,70:30,LOG,3,0.3,0.2091650066335189
610,EEG_Z39S69N100,5,8,70:30,SVC,2,0.55,0.32596012026013244
611,EEG_Z39S69N100,5,8,70:30,SVC,3,0.4,0.13693063937629152
612,EEG_Z39S69N100,5,10,LOO,RFC,2,0.5,0.5163977794943222
613,EEG_Z39S69N100,5,10,LOO,RFC,3,0.4375,0.51234753829798
614,EEG_Z39S69N100,5,10,LOO,LOG,2,0.625,0.5
615,EEG_Z39S69N100,5,10,LOO,LOG,3,0.375,0.5
616,EEG_Z39S69N100,5,10,LOO,SVC,2,0.4375,0.51234753829798
617,EEG_Z39S69N100,5,10,LOO,SVC,3,0.4375,0.51234753829798
618,EEG_Z39S69N100,5,10,80:20,RFC,2,0.39999999999999997,0.14907119849998596
619,EEG_Z39S69N100,5,10,80:20,RFC,3,0.3333333333333333,0.23570226039551584
620,EEG_Z39S69N100,5,10,80:20,LOG,2,0.5333333333333333,0.29814239699997197
621,EEG_Z39S69N100,5,10,80:20,LOG,3,0.06666666666666667,0.14907119849998599
622,EEG_Z39S69N100,5,10,80:20,SVC,2,0.3333333333333333,0.23570226039551584
623,EEG_Z39S69N100,5,10,80:20,SVC,3,0.3333333333333333,0.23570226039551584
624,EEG_Z39S69N100,5,10,70:30,RFC,2,0.45,0.2091650066335189
625,EEG_Z39S69N100,5,10,70:30,RFC,3,0.4,0.37914377220257756
626,EEG_Z39S69N100,5,10,70:30,LOG,2,0.65,0.13693063937629152
627,EEG_Z39S69N100,5,10,70:30,LOG,3,0.3,0.11180339887498948
628,EEG_Z39S69N100,5,10,70:30,SVC,2,0.45,0.2091650066335189
629,EEG_Z39S69N100,5,10,70:30,SVC,3,0.4,0.13693063937629152
630,EEG_Z39S69N100,10,2,LOO,RFC,2,0.625,0.5
631,EEG_Z39S69N100,10,2,LOO,RFC,3,0.5,0.5163977794943222
632,EEG_Z39S69N100,10,2,LOO,LOG,2,0.625,0.5
633,EEG_Z39S69N100,10,2,LOO,LOG,3,0.0,0.0
634,EEG_Z39S69N100,10,2,LOO,SVC,2,0.375,0.5
635,EEG_Z39S69N100,10,2,LOO,SVC,3,0.1875,0.4031128874149275
636,EEG_Z39S69N100,10,2,80:20,RFC,2,0.6,0.3063121944908938
637,EEG_Z39S69N100,10,2,80:20,RFC,3,0.4666666666666667,0.2810913475705226
638,EEG_Z39S69N100,10,2,80:20,LOG,2,0.6333333333333333,0.2459549291242073
639,EEG_Z39S69N100,10,2,80:20,LOG,3,0.19999999999999998,0.17213259316477408
640,EEG_Z39S69N100,10,2,80:20,SVC,2,0.4333333333333333,0.31622776601683794
641,EEG_Z39S69N100,10,2,80:20,SVC,3,0.13333333333333333,0.17213259316477408
642,EEG_Z39S69N100,10,2,70:30,RFC,2,0.575,0.23717082451262844
643,EEG_Z39S69N100,10,2,70:30,RFC,3,0.425,0.1687371394276382
644,EEG_Z39S69N100,10,2,70:30,LOG,2,0.65,0.24152294576982397
645,EEG_Z39S69N100,10,2,70:30,LOG,3,0.225,0.07905694150420949
646,EEG_Z39S69N100,10,2,70:30,SVC,2,0.575,0.12076147288491199
647,EEG_Z39S69N100,10,2,70:30,SVC,3,0.25,0.11785113019775792
648,EEG_Z39S69N100,10,4,LOO,RFC,2,0.625,0.5
649,EEG_Z39S69N100,10,4,LOO,RFC,3,0.5,0.5163977794943222
650,EEG_Z39S69N100,10,4,LOO,LOG,2,0.625,0.5
651,EEG_Z39S69N100,10,4,LOO,LOG,3,0.0,0.0
652,EEG_Z39S69N100,10,4,LOO,SVC,2,0.625,0.5
653,EEG_Z39S69N100,10,4,LOO,SVC,3,0.5,0.5163977794943222
654,EEG_Z39S69N100,10,4,80:20,RFC,2,0.6333333333333333,0.1892154040658489
655,EEG_Z39S69N100,10,4,80:20,RFC,3,0.6,0.1405456737852613
656,EEG_Z39S69N100,10,4,80:20,LOG,2,0.6333333333333333,0.2459549291242073
657,EEG_Z39S69N100,10,4,80:20,LOG,3,0.19999999999999998,0.17213259316477408
658,EEG_Z39S69N100,10,4,80:20,SVC,2,0.6666666666666666,0.3142696805273545
659,EEG_Z39S69N100,10,4,80:20,SVC,3,0.5,0.1756820922315766
660,EEG_Z39S69N100,10,4,70:30,RFC,2,0.6,0.17480147469502524
661,EEG_Z39S69N100,10,4,70:30,RFC,3,0.625,0.21245914639969937
662,EEG_Z39S69N100,10,4,70:30,LOG,2,0.675,0.1687371394276382
663,EEG_Z39S69N100,10,4,70:30,LOG,3,0.325,0.20581815058714115
664,EEG_Z39S69N100,10,4,70:30,SVC,2,0.7,0.19720265943665388
665,EEG_Z39S69N100,10,4,70:30,SVC,3,0.55,0.22973414586817037
666,EEG_Z39S69N100,10,6,LOO,RFC,2,0.5625,0.51234753829798
667,EEG_Z39S69N100,10,6,LOO,RFC,3,0.5625,0.51234753829798
668,EEG_Z39S69N100,10,6,LOO,LOG,2,0.625,0.5
669,EEG_Z39S69N100,10,6,LOO,LOG,3,0.25,0.4472135954999579
670,EEG_Z39S69N100,10,6,LOO,SVC,2,0.5,0.5163977794943222
671,EEG_Z39S69N100,10,6,LOO,SVC,3,0.4375,0.51234753829798
672,EEG_Z39S69N100,10,6,80:20,RFC,2,0.6333333333333333,0.1892154040658489
673,EEG_Z39S69N100,10,6,80:20,RFC,3,0.5666666666666667,0.16101529717988264
674,EEG_Z39S69N100,10,6,80:20,LOG,2,0.6333333333333333,0.2459549291242073
675,EEG_Z39S69N100,10,6,80:20,LOG,3,0.26666666666666666,0.2629368792488718
676,EEG_Z39S69N100,10,6,80:20,SVC,2,0.5333333333333333,0.32203059435976533
677,EEG_Z39S69N100,10,6,80:20,SVC,3,0.4333333333333333,0.16101529717988264
678,EEG_Z39S69N100,10,6,70:30,RFC,2,0.55,0.19720265943665388
679,EEG_Z39S69N100,10,6,70:30,RFC,3,0.6,0.29344694769431684
680,EEG_Z39S69N100,10,6,70:30,LOG,2,0.7,0.19720265943665388
681,EEG_Z39S69N100,10,6,70:30,LOG,3,0.375,0.27003086243366087
682,EEG_Z39S69N100,10,6,70:30,SVC,2,0.65,0.17480147469502527
683,EEG_Z39S69N100,10,6,70:30,SVC,3,0.525,0.21889875894272828
684,EEG_Z39S69N100,10,8,LOO,RFC,2,0.5625,0.51234753829798
685,EEG_Z39S69N100,10,8,LOO,RFC,3,0.5625,0.51234753829798
686,EEG_Z39S69N100,10,8,LOO,LOG,2,0.5,0.5163977794943222
687,EEG_Z39S69N100,10,8,LOO,LOG,3,0.1875,0.4031128874149275
688,EEG_Z39S69N100,10,8,LOO,SVC,2,0.375,0.5
689,EEG_Z39S69N100,10,8,LOO,SVC,3,0.4375,0.51234753829798
690,EEG_Z39S69N100,10,8,80:20,RFC,2,0.6,0.21081851067789195
691,EEG_Z39S69N100,10,8,80:20,RFC,3,0.5666666666666667,0.16101529717988264
692,EEG_Z39S69N100,10,8,80:20,LOG,2,0.5666666666666667,0.2744242007828549
693,EEG_Z39S69N100,10,8,80:20,LOG,3,0.3333333333333333,0.31426968052735443
694,EEG_Z39S69N100,10,8,80:20,SVC,2,0.5333333333333333,0.32203059435976533
695,EEG_Z39S69N100,10,8,80:20,SVC,3,0.4666666666666666,0.23306863292670035
696,EEG_Z39S69N100,10,8,70:30,RFC,2,0.575,0.20581815058714115
697,EEG_Z39S69N100,10,8,70:30,RFC,3,0.6,0.29344694769431684
698,EEG_Z39S69N100,10,8,70:30,LOG,2,0.675,0.12076147288491199
699,EEG_Z39S69N100,10,8,70:30,LOG,3,0.325,0.1687371394276382
700,EEG_Z39S69N100,10,8,70:30,SVC,2,0.625,0.2429563289518875
701,EEG_Z39S69N100,10,8,70:30,SVC,3,0.5,0.2041241452319315
702,EEG_Z39S69N100,10,10,LOO,RFC,2,0.5,0.5163977794943222
703,EEG_Z39S69N100,10,10,LOO,RFC,3,0.4375,0.51234753829798
704,EEG_Z39S69N100,10,10,LOO,LOG,2,0.625,0.5
705,EEG_Z39S69N100,10,10,LOO,LOG,3,0.375,0.5
706,EEG_Z39S69N100,10,10,LOO,SVC,2,0.4375,0.51234753829798
707,EEG_Z39S69N100,10,10,LOO,SVC,3,0.4375,0.51234753829798
708,EEG_Z39S69N100,10,10,80:20,RFC,2,0.5333333333333333,0.23306863292670035
709,EEG_Z39S69N100,10,10,80:20,RFC,3,0.4333333333333333,0.2249828525701843
710,EEG_Z39S69N100,10,10,80:20,LOG,2,0.6,0.2629368792488718
711,EEG_Z39S69N100,10,10,80:20,LOG,3,0.23333333333333334,0.3531166351571267
712,EEG_Z39S69N100,10,10,80:20,SVC,2,0.5,0.28327886186626583
713,EEG_Z39S69N100,10,10,80:20,SVC,3,0.5,0.23570226039551584
714,EEG_Z39S69N100,10,10,70:30,RFC,2,0.575,0.23717082451262844
715,EEG_Z39S69N100,10,10,70:30,RFC,3,0.425,0.2898754521821014
716,EEG_Z39S69N100,10,10,70:30,LOG,2,0.675,0.12076147288491199
717,EEG_Z39S69N100,10,10,70:30,LOG,3,0.35,0.17480147469502527
718,EEG_Z39S69N100,10,10,70:30,SVC,2,0.525,0.18446619684315546
719,EEG_Z39S69N100,10,10,70:30,SVC,3,0.5,0.16666666666666666
